_id,name,powerstats.intelligence,powerstats.strength,powerstats.speed,powerstats.durability,powerstats.power,powerstats.combat,biography.full-name,biography.alter-egos,biography.aliases,biography.place-of-birth,biography.first-appearance,biography.publisher,biography.alignment,appearance.gender,appearance.race,appearance.height,appearance.weight,appearance.eye-color,appearance.hair-color,work.occupation,work.base,connections.group-affiliation,connections.relatives,image.url
656188ca17cbd6bc5d2d4106,Captain America,69.0,19.0,38.0,55.0,60.0,100.0,Steve Rogers,No alter egos found.,"['Nomad', 'The Captain']","Manhattan, New York City, New York",Captain America Comics #1 (March 1941),Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,blond,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.",New York City,"Secret Avengers (Black OPS Unit Formerly,The Avengers, Secret Avengers (Civil War), New Avengers, formerly The Invaders, Secret Defenders The Redeemers; formerly partner of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-Man and Nomad (Jack Monroe)","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",https://www.superherodb.com/pictures2/portraits/10/100/274.jpg
656188ca17cbd6bc5d2d4107,Captain Atom,81.0,93.0,83.0,90.0,100.0,80.0,Nathaniel Adam,No alter egos found.,"['Monarch', 'Allen Adam', 'Cameron Scott']",-,Captain Atom #1,DC Comics,good,Male,Human / Radiation,"[""6'4"", '193 cm']","['200 lb', '90 kg']",Blue,Silver,Former Soldier,-,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",https://www.superherodb.com/pictures2/portraits/10/100/1007.jpg
656188ca17cbd6bc5d2d4108,Captain Britain,75.0,77.0,50.0,60.0,31.0,80.0,Brian Braddock,No alter egos found.,"['Britannic', 'Black Bishop', 'Jungle Man', 'King of Otherworld', 'Merlinson']","Braddock Manor, England","Captain Britain #1 (October, 1976)",Marvel Comics,good,Male,Human,"[""6'6"", '198 cm']","['257 lb', '116 kg']",Blue,Blond,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Braddock Academy, Captain Britain Corps, MI-13; formerly Excalibur, Hellfire Club (London Branch), Secret Avengers, Court of Otherworld, Knights of Pendragon's ally, Future Iron Man's Team","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/276.jpg
6563a1ae3ef936792ce0c211,A-Bomb,38.0,100.0,17.0,80.0,24.0,64.0,Richard Milhouse Jones,No alter egos found.,['Rick Jones'],"Scarsdale, Arizona","Hulk Vol 2 #2 (April, 2008) (as A-Bomb)",Marvel Comics,good,Male,Human,"[""6'8"", '203 cm']","['980 lb', '441 kg']",Yellow,No Hair,"Musician, adventurer, author; formerly talk show host",-,"Hulk Family; Excelsior (sponsor), Avengers (honorary member); formerly partner of the Hulk, Captain America and Captain Marvel; Teen Brigade; ally of Rom","Marlo Chandler-Jones (wife); Polly (aunt); Mrs. Chandler (mother-in-law); Keith Chandler, Ray Chandler, three unidentified others (brothers-in-law); unidentified father (deceased); Jackie Shorr (alleged mother; unconfirmed)",https://www.superherodb.com/pictures2/portraits/10/100/10060.jpg
6563a1ae3ef936792ce0c212,Abe Sapien,88.0,28.0,35.0,65.0,100.0,85.0,Abraham Sapien,No alter egos found.,"['Langdon Everett Caul', 'Abraham Sapien', 'Langdon Caul']",-,Hellboy: Seed of Destruction (1993),Dark Horse Comics,good,Male,Icthyo Sapien,"[""6'3"", '191 cm']","['145 lb', '65 kg']",Blue,No Hair,Paranormal Investigator,-,Bureau for Paranormal Research and Defense,"Edith Howard (wife, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/956.jpg
6563a1ae3ef936792ce0c213,Abin Sur,50.0,90.0,53.0,64.0,99.0,65.0,unknown,No alter egos found.,['Lagzia'],Ungara,"Showcase #22 (October, 1959)",DC Comics,good,Male,Ungaran,"[""6'1"", '185 cm']","['200 lb', '90 kg']",Blue,No Hair,"Green Lantern, former history professor",Oa,"Green Lantern Corps, Black Lantern Corps","Amon Sur (son), Arin Sur (sister), Thaal Sinestro (brother-in-law), Soranik Natu (niece)",https://www.superherodb.com/pictures2/portraits/10/100/1460.jpg
6563a1ae3ef936792ce0c214,Abomination,63.0,80.0,53.0,90.0,62.0,95.0,Emil Blonsky,No alter egos found.,"['Agent R-7', 'Ravager of Worlds']","Zagreb, Yugoslavia",Tales to Astonish #90,Marvel Comics,bad,Male,Human / Radiation,"[""6'8"", '203 cm']","['980 lb', '441 kg']",Green,No Hair,Ex-Spy,Mobile,"former member of the crew of the Andromeda Starship, ally of the Abominations and Forgotten","Nadia Dornova Blonsky (wife, separated)",https://www.superherodb.com/pictures2/portraits/10/100/1.jpg
6563a1ae3ef936792ce0c215,Abraxas,88.0,63.0,83.0,100.0,100.0,55.0,Abraxas,No alter egos found.,['-'],Within Eternity,Fantastic Four Annual #2001,Marvel Comics,bad,Male,Cosmic Entity,"['-', '0 cm']","['- lb', '0 kg']",Blue,Black,Dimensional destroyer,-,Cosmic Beings,"Eternity (""Father"")",https://www.superherodb.com/pictures2/portraits/10/100/181.jpg
6563a1ae3ef936792ce0c216,Absorbing Man,38.0,80.0,25.0,100.0,98.0,64.0,Carl Creel,No alter egos found.,"['Greithoth', '""Crusher"" Creel', 'Rocky Davis', 'Dynamite Davis', 'Lightningbolt', 'Prisoner #24957']","New York City, New York","Daredevil #1 (April, 1964) (As Rocky Davis)",Marvel Comics,bad,Male,Human,"[""6'4"", '193 cm']","['270 lb', '122 kg']",Blue,No Hair,Professional criminal; former professional boxer,-,"Masters of Evil, Lethal Legion; formerly Worthy, Frightful Four: former agent of Loki and They Who Wield Power","Mary MacPherran (Titania) (wife); Jerry Sledge (son); Rockwell ""Rocky"" Davis (Hi-Llite) (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/1448.jpg
6563a1ae3ef936792ce0c217,Adam Monroe,63.0,10.0,12.0,100.0,100.0,64.0,unknown,No alter egos found.,"['Takezo Kensei', 'Richard Sanders']",-,Heroes S02E01 - Four Months Later...,NBC - Heroes,good,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",Blue,Blond,"former samurai swordsman, former British mercenary commander, former soldier in the Confederate Army","U.S.; formerly Diedenshausen, Germany; Milan, Italy; Paris, France; Japan; England; Atlanta, GA; Montreal, Canada",-,-,https://www.superherodb.com/pictures2/portraits/10/100/1026.jpg
6563a1ae3ef936792ce0c218,Adam Strange,69.0,10.0,33.0,40.0,37.0,50.0,Adam Strange,No alter egos found.,"['Warrior of Two Worlds', 'Savior of Rann']","Chicago, Illinois","Outsiders #6 (April, 1986)",DC Comics,good,Male,Human,"[""6'1"", '185 cm']","['195 lb', '88 kg']",Blue,Blond,"Adventurer, archaelogist, ambassador","Rann, Alpha Centauri System","Omega Men, L.E.G.I.O.N., R.E.B.E.L.S., formerly Seven Soldiers of Victory","Alanna Strange (wife); Aleea Strange (daughter); Sardath (father-in-law); Janey Strange (sister); Todd Strange (brother, deceased); Bantteir (mother-in-law); Adam Strange II (descendent)",https://www.superherodb.com/pictures2/portraits/10/100/626.jpg
6563a1ae3ef936792ce0c219,Agent 13,0.0,46.0,0.0,0.0,0.0,0.0,Sharon Carter,Sharon Carter,['-'],-,Tales of Suspense #75,Sharon Carter,good,Female,unknown,"[""5'8"", '173 cm']","['135 lb', '61 kg']",Blue,Blond,Agent of SHIELD,"S.H.I.E.L.D. Headquarters, New York City",Agent of SHIELD.; former member of the Femme Force,"Harrison Carter (father), Amanda Carter (mother), Margaret ""Peggy"" Carter (sister)",https://www.superherodb.com/pictures2/portraits/10/100/167.jpg
6563a1ae3ef936792ce0c21a,Agent Bob,10.0,8.0,13.0,5.0,5.0,20.0,Bob,No alter egos found.,"['Bob', 'agent of Hydra', 'Bob', 'agent of A.I.M']",-,"Cable & Deadpool #38 (May, 2007)",Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['181 lb', '81 kg']",Brown,Brown,"Mercenary, janitor; former pirate, terrorist","Mobile; formerly Manhattan, Hellcarrier","A.I.M., Deadpool; formerly Agency X, Hydra",Allison (ex-wife); Terry and Howie (sons),https://www.superherodb.com/pictures2/portraits/10/100/10255.jpg
6563a1ae3ef936792ce0c21b,Agent Zero,75.0,28.0,38.0,80.0,72.0,95.0,Christoph Nord,No alter egos found.,['Maverick'],Unrevealed location in former East Germany,-,Marvel Comics,good,Male,unknown,"[""6'3"", '191 cm']","['230 lb', '104 kg']",-,-,"Mercenary, former government operative, freedom fighter",-,"Formerly Weapon X, Weapon Plus, Team X, Cell Six, former bodyguard of Psi-Borg, former agent of Major Barrington","Unidentified parents (deceased), Andreas Nord (brother, deceased), Ginetta Lucia Barsalini (wife, deceased), unnamed child (deceased)",https://www.superherodb.com/pictures2/portraits/10/100/396.jpg
6563a1ae3ef936792ce0c21c,Air-Walker,50.0,85.0,100.0,85.0,100.0,40.0,Gabriel Lan,No alter egos found.,['-'],"Xandar, a planet in the Tranta system, Andromeda galaxy",Fantastic Four #120,Marvel Comics,bad,Male,unknown,"[""6'2"", '188 cm']","['240 lb', '108 kg']",Blue,White,"Former starship captain, Herald of Galactus",-,"Former member of Nova Corps, Heralds of Galactus",-,https://www.superherodb.com/pictures2/portraits/10/100/1358.jpg
6563a1ae3ef936792ce0c21d,Ajax,56.0,48.0,35.0,80.0,34.0,55.0,Francis,No alter egos found.,"['""Frankie""', 'the A-Man', 'the Attending']",-,"Deadpool #14 (March, 1998)",Marvel Comics,bad,Male,Cyborg,"[""6'4"", '193 cm']","['200 lb', '90 kg']",Brown,Black,-,-,Formerly Weapon X,-,https://www.superherodb.com/pictures2/portraits/10/100/10422.jpg
6563a1ae3ef936792ce0c21e,Alan Scott,63.0,80.0,23.0,90.0,100.0,32.0,Alan Ladd Wellington Scott,No alter egos found.,"['Green Lantern', 'White King', 'Sentinal']",Gotham City,All-American Comics 16 (1940),DC Comics,good,Male,unknown,"[""5'11"", '180 cm']","['201 lb', '90 kg']",Blue,Blond,-,Gotham City and New York City; Formerly Capitol City,Justice Society of America; Formerly Checkmate; the Sentinels of Magic; Formerly All-Star Squadron,"Harlequin (Molly Mayne-Scott) (wife), Thorn (Rose Canton) (first wife, deceased), Todd Rice (Obsidian, son), Jennie-Lynn Hayden (Jade, daughter, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/698.jpg
6563a1ae3ef936792ce0c21f,Alex Mercer,50.0,80.0,42.0,90.0,100.0,50.0,Alexander J. Mercer,No alter egos found.,"['Prototype', 'Zues', 'Blacklight']",-,-,Wildstorm,bad,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,"Gentek, The Infected",Dana Mercer (sister),https://www.superherodb.com/pictures2/portraits/10/100/10398.jpg
6563a1ae3ef936792ce0c220,Alex Woolsly,0.0,37.0,0.0,0.0,0.0,0.0,Alex Woolsly,No alter egos found.,['-'],-,Heroes S02E16 - Building 26,NBC - Heroes,good,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-,Employee at Sam's Comics,"Costa Verde, CA",-,"Mr. Woolsly, Mrs. Woolsly, sister",https://www.superherodb.com/pictures2/portraits/10/100/1309.jpg
6563a1ae3ef936792ce0c221,Alfred Pennyworth,63.0,10.0,17.0,10.0,7.0,55.0,Alfred Thaddeus Crane Pennyworth,No alter egos found.,['Alfred Beagle'],-,"Batman #16 (April, 1943)",DC Comics,good,Male,Human,"[""5'10"", '178 cm']","['160 lb', '72 kg']",Blue,Black,"Butler; Caretaker, former Actor; Field Medic; Government Agent",Wayne Manor; Batcave; Gotham City,"Batman Family, Outsiders","Jarvis Pennyworth (father, deceased), Wilfred Pennyworth (older brother), Daphne Pennyworth (niece); Bruce Wayne (Batman, legal ward)",https://www.superherodb.com/pictures2/portraits/10/100/628.jpg
6563a1ae3ef936792ce0c222,Alien,50.0,28.0,42.0,90.0,57.0,60.0,Xenomorph,No alter egos found.,['-'],Your chest :),Alien (1979),Dark Horse Comics,bad,Male,Xenomorph XX121,"[""8'0"", '244 cm']","['375 lb', '169 kg']",-,No Hair,-,-,-,Alien Queen (mother),https://www.superherodb.com/pictures2/portraits/10/100/10449.jpg
6563a1ae3ef936792ce0c223,Allan Quatermain,0.0,0.0,0.0,0.0,0.0,0.0,unknown,No alter egos found.,['-'],-,(original version) King Solomon's Mines; (this version) League of Extraordinary Gentlemen #1 (America's Best Comics),Wildstorm,good,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-,(former) hunter; (current) agent of the British government,"The Secret Wing of the British Museum, London",League of Extraordinary Gentlemen,-,https://www.superherodb.com/pictures2/portraits/10/100/630.jpg
6563a1ae3ef936792ce0c224,Amazo,63.0,100.0,83.0,100.0,100.0,100.0,unknown,No alter egos found.,"['Professor Ivos Amazing Android', 'Timazo', 'Humazo', 'Hourmazo']",-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Male,Android,"[""8'5"", '257 cm']","['385 lb', '173 kg']",Red,-,-,-,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",https://www.superherodb.com/pictures2/portraits/10/100/1390.jpg
6563a1ae3ef936792ce0c225,Ammo,0.0,0.0,0.0,0.0,0.0,0.0,unknown,No alter egos found.,['-'],-,"Daredevil #252 (March, 1988)",Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['225 lb', '101 kg']",Brown,Black,"Gang leader , criminal , former soldier",New York City,former leader of the Wildboys,-,https://www.superherodb.com/pictures2/portraits/10/100/184.jpg
6563a1ae3ef936792ce0c226,Ando Masahashi,0.0,0.0,0.0,0.0,0.0,0.0,Ando Masahashi,No alter egos found.,"['Huggerz69', 'Sidekick']",-,-,NBC - Heroes,good,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-,Yamagato Industries computer programmer,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1310.jpg
6563a1ae3ef936792ce0c227,Angel,75.0,30.0,58.0,90.0,100.0,75.0,Liam,No alter egos found.,"['Angelus', 'Twilight']",-,-,Dark Horse Comics,good,Male,Vampire,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,"Kathy (sister), Connor (son), Twilight (""child"")",https://www.superherodb.com/pictures2/portraits/10/100/10431.jpg
6563a1ae3ef936792ce0c228,Angel,63.0,13.0,46.0,64.0,28.0,42.0,Warren Kenneth Worthington III,Archangel,"['Formerly Death', 'Dark Angel', 'Angel', 'Avenging Angel', 'Archangel']","Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,Male,unknown,"[""6'0"", '183 cm']","['150 lb', '68 kg']",Blue,Blond,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",https://www.superherodb.com/pictures2/portraits/10/100/829.jpg
6563a1ae3ef936792ce0c229,Angel Dust,38.0,55.0,23.0,42.0,17.0,30.0,Christina,No alter egos found.,"['Angel', 'Dusty']",-,Morlocks #1,Marvel Comics,good,Female,Mutant,"[""5'5"", '165 cm']","['126 lb', '57 kg']",Yellow,Black,-,"Chicago, Illinois",-,-,https://www.superherodb.com/pictures2/portraits/10/100/10405.jpg
6563a1ae3ef936792ce0c22a,Angel Salvadore,38.0,10.0,28.0,28.0,56.0,60.0,Angel Salvadore Bohusk,Tempest,['Tempest'],-,"New X-Men #118 (November, 2001)",Tempest,good,Female,unknown,"[""5'4"", '163 cm']","['121 lb', '54 kg']",Brown,Black,-,-,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,https://www.superherodb.com/pictures2/portraits/10/100/1406.jpg
6563a1ae3ef936792ce0c22b,Angela,0.0,97.0,0.0,0.0,0.0,0.0,unknown,No alter egos found.,['-'],-,-,Image Comics,bad,Female,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1070.jpg
6563a1ae3ef936792ce0c22c,Animal Man,56.0,48.0,47.0,85.0,73.0,80.0,Bernhard Baker,No alter egos found.,['The Human Zoo; A-Man; The Man with Animal Powers'],-,"Strange Adventures #180 (September, 1965)",DC Comics,good,Male,Human,"[""6'0"", '183 cm']","['185 lb', '83 kg']",Blue,Blond,-,"San Diego, California","Formerly Animal Masters, Forgotten Heroes, Justice League of America, Justice League Europe","Ellen Frazier (wife), Cliff Baker (son), Maxine Baker (daughter), unnamed second daughter, Frank Baker, Jr. (father), Phyllis Baker (mother), unnamed sister, Frank, Sr (grandfather), Teddy (great grandfather), Sherman (great-great grandfather), Jack (great-great-great grandfather), Mary Frazier (mother-in-law), Dudley (uncle-in-law), Annie Cassidy (mother of second daughter), Lucy Cassidy (half-sister of second daughter)",https://www.superherodb.com/pictures2/portraits/10/100/632.jpg
6563a1ae3ef936792ce0c22d,Annihilus,75.0,80.0,47.0,56.0,59.0,64.0,Annihilus,No alter egos found.,"['The Living Death That Walks', 'Lord of the Negative Zone']","Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Marvel Comics,bad,Male,unknown,"[""5'11"", '180 cm']","['200 lb', '90 kg']",Green,No Hair,"Conqueror, scavenger",-,Sometime ally of Blastaar,Annihilus is a series of clonal scions,https://www.superherodb.com/pictures2/portraits/10/100/1307.jpg
6563a1ae3ef936792ce0c22e,Ant-Man,100.0,18.0,23.0,28.0,32.0,32.0,Hank Pym,"Giant-Man, Goliath, Wasp II, Yellowjacket","['Hank Pym', 'Doctor Pym', 'Ant-Man', 'Goliath', 'Yellowjacket', 'Wasp', ""Earth's Scientist Supreme""]","Elmsford, New York","Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)",Giant-Man,good,Male,Human,"[""6'11"", '211 cm']","['270 lb', '122 kg']",Blue,Blond,"Adventurer, Biochemist, former manager of Avengers Compound","Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York","Avengers Academy, Secret Avengers; formerly Mighty Avengers, Avengers (founding member), Defenders, Future Iron Man's Team",-,https://www.superherodb.com/pictures2/portraits/10/100/857.jpg
6563a1ae3ef936792ce0c22f,Ant-Man II,75.0,18.0,17.0,40.0,53.0,30.0,Scott Lang,No alter egos found.,"['Myrmidon', 'Scott Edward Harris Lang']","Coral Gables, Florida","Avengers Vol 1 #181 (March, 1979)",Marvel Comics,good,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",Blue,Blond,"Electronics Technician,","South Beach, Miami, Florida; formerly Farmingdale, Long Island, New York","Ant-Man Security Solutions; formerly Future Foundation (leader), Fantastic Four (leader), Defenders, Avengers, Heroes For Hire, Stark Industries","Cassandra Eleanor Lang (daughter), Ruth (sister), Carl (brother-in-law), Peggy Rae (ex-wife)",https://www.superherodb.com/pictures2/portraits/10/100/166.jpg
6563a1ae3ef936792ce0c230,Anti-Monitor,88.0,100.0,50.0,100.0,100.0,90.0,unknown,No alter egos found.,"['Monitor', 'Mobius']",Moon of Qward,Crisis on Infinite Earths #4,DC Comics,bad,Male,God / Eternal,"['200', '61.0 meters']","['- lb', '0 kg']",Yellow,No Hair,-,"Qward, Antimatter Universe","Sinestro Corps, Weaponers of Qward, Thunderers of Qward, Shadow Demons","Monitor (""brother""), The Monitors",https://www.superherodb.com/pictures2/portraits/10/100/1292.jpg
6563a1ae3ef936792ce0c231,Anti-Spawn,0.0,58.0,0.0,0.0,0.0,0.0,Jason Wynn,No alter egos found.,['Redeemer'],-,Spawn #16,Image Comics,bad,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1071.jpg
6563a1ae3ef936792ce0c232,Anti-Venom,75.0,60.0,65.0,90.0,96.0,84.0,Eddie Brock,"Toxin, Venom","['Eddie', 'Edwin Brock', 'Venom', 'Lethal Protector', 'White Venom', '998th']","San Francisco, California",Amazing Spider-Man #569 (as Anti-Venom),Toxin,-,Male,Symbiote,"[""7'6"", '229 cm']","['795 lb', '358 kg']",Blue,Blond,Vigilante; former journalist for the Daily Globe,"New York, New York",-,"Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Toxin Symbiote (current symbiote, former grandson), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1485.jpg
6563a1ae3ef936792ce0c233,Apocalypse,100.0,100.0,33.0,100.0,100.0,60.0,En Sabah Nur,No alter egos found.,"['The Eternal One', 'the High Lord', 'Set', 'Huitxilopochti', 'Sauru', 'Kali-Ma']","Akkaba, Egypt","X-Factor #5 (June, 1986)",Marvel Comics,bad,Male,Mutant,"[""7'0"", '213 cm']","['300 lb', '135 kg']",Red,Black,Student; formerly Conqueror; Scientist,"Celestial Ship, mobile","Clan Akkaba, employer of Apocalypse's Horsemen, Dark Riders, former employer of the Alliance of Evil, 198","Baal of the Crimson Sands (adopted father, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/852.jpg
6563a1ae3ef936792ce0c234,Aquababy,10.0,16.0,12.0,14.0,37.0,14.0,"Arthur Curry, Jr.",No alter egos found.,['-'],-,"Aquaman #23 (October, 1965)",DC Comics,good,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",Blue,Blond,-,Atlantis,Aquaman Family,"Aquaman (Orin/Arthur Curry) (father); Mera (mother); Koryak (half-brother); A.J. (half-brother); Atlan (grandfather); Tom Curry (adoptive grandfather, deceased); Orm Marius (uncle); Kordax (ancestor, deceased); Arthur Joseph Curry (adoptive cousin)",https://www.superherodb.com/pictures2/portraits/10/100/1389.jpg
6563a1ae3ef936792ce0c235,Aqualad,63.0,44.0,42.0,75.0,89.0,60.0,Garth,No alter egos found.,['-'],"Poseidonis, Atlantis","Adventure Comics #269 (February, 1960)",DC Comics,good,Male,Atlantean,"[""5'10"", '178 cm']","['235 lb', '106 kg']",Blue,Black,"Adventurer; Magician, former Sidekick",Atlantis,"Aquaman Family; formerly Black Lantern Corps, Sentinels of Magic, Teen Titans","Cerdian (son), Dolphin (wife), Berra (mother), Thar (father), Slizzath (uncle) Donna (grand-daughter)",https://www.superherodb.com/pictures2/portraits/10/100/1395.jpg
6563a1ae3ef936792ce0c236,Aquaman,81.0,85.0,79.0,80.0,100.0,80.0,Orin,No alter egos found.,"['Dweller in the Depths', 'Swimmer', 'Waterbearer', 'Mental Man', 'Aquaboy', 'Water Wraith']",Atlantis,"More Fun Comics #73 (November, 1941)",DC Comics,good,Male,Atlantean,"[""6'1"", '185 cm']","['325 lb', '146 kg']",Blue,Blond,"Protector of the Seas and Oceans, King of Poseidonis","Atlantean Royal Palace; Poseidonis, Atlantis","Justice League, Aquaman Family, Atlantean Royal Family; formerly Black Lantern Corps, Justice League International, Justice League Detroit, U.N.","Koryak (son), Arthur Curry, Jr. (son), A.J. (son), Orm Marius (half-brother), Debbie Perkins (half-sister), Drin (adopted brother), Atlanna (mother), Atlan (father), Atlena (aunt), Porm (adopted mother), Tom Curry (adopted father), Mera (wife), Hila (sister-in-law), Haumond (uncle), Kraken (uncle), Honsu (grandfather), Lorelei (grandmother), Manu (ancestor), Nala (ancestor), Fatima (ancestor), Kalunga (ancestor), Gana (ancestor), Fiona (ancestor), Regin (ancestor), Kordax (ancestor), Bazil (ancestor), Cora (ancestor), Illya (ancestor), Dardanus (ancestor), Alloroc (ancestor), Cole (ancestor), Narmea (ancestor), Orin (ancestor), Loma (ancestor), Shalako (ancestor), Thorvall (ancestor)",https://www.superherodb.com/pictures2/portraits/10/100/634.jpg
6563a1ae3ef936792ce0c237,Arachne,50.0,48.0,50.0,70.0,71.0,70.0,Julia Carpenter,No alter egos found.,"['Spider-Woman', 'Madame Web']","Los Angeles, California",Marvel Super Heroes Secret Wars #6,Marvel Comics,good,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Blue,Blond,"Adventurer, fugitive, former government agent","Mobile; formerly Denver, Colorado; formerly Avengers Compound, Los Angeles, California","Omega Flight, formerly Commission on Superhuman Activities , Freedom Force , Avengers , Secret Defenders , Force Works , Queen�s Vengeance , West Coast Avengers, Secret Avengers (Civil War)","Rachel Carpenter (daughter), Walter Cornwall (father), Elizabeth Cornwall (mother), Larry Carpenter (ex-husband, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/882.jpg
6563a1ae3ef936792ce0c238,Archangel,63.0,13.0,58.0,64.0,35.0,42.0,Warren Kenneth Worthington III,Angel,"['War', 'Dark Angel', 'Death', 'Avenging Angel']","Centerport, Long Island, New York","X-Men #1 (September, 1963)",Angel,good,Male,Mutant,"[""6'0"", '183 cm']","['150 lb', '68 kg']",Blue,Blond,"Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist",-,X-Men (founding member); X-Force; Mutantes Sans Fronti�res; Hellfire Club; formerly X-Club (founding member); Death's champions; Secret Defenders; X-Factor/X-Terminators (founding member); Horsemen of Apocalypse; Defenders; Champions of Los Angeles (fou,"Wallace Worthington (paternal ancestor, deceased), Warren Worthington Sr. (paternal grandfather, deceased), Warren Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burt Worthington (paternal uncle), Mimi (maternal aunt), unnamed distant cousin",https://www.superherodb.com/pictures2/portraits/10/100/838.jpg
6563a1ae3ef936792ce0c239,Arclight,38.0,63.0,23.0,42.0,52.0,70.0,Philippa Sontag,No alter egos found.,['-'],Vietnam,"(In shadow) Uncanny X-Men #210 (1986), (fully) X-Factor #10 (1986)",Marvel Comics,bad,Female,unknown,"[""5'8"", '173 cm']","['126 lb', '57 kg']",Violet,Purple,Terrorist,-,"Marauders formerly, 198, Femizons",-,https://www.superherodb.com/pictures2/portraits/10/100/832.jpg
6563a1ae3ef936792ce0c23a,Ardina,63.0,100.0,100.0,80.0,100.0,25.0,Ardina,No alter egos found.,['-'],-,The Order #4,Marvel Comics,good,Female,Alien,"[""6'4"", '193 cm']","['218 lb', '98 kg']",White,Orange,-,-,-,"Norrin Radd (Silver Surfer, clonal source), Clea (creator)",https://www.superherodb.com/pictures2/portraits/10/100/10132.jpg
